keyFifths,beats,beatsType,harmonyRootStep,harmonyRootAlter,divisions,harmonyKind,harmonyDuration,sequenceId,startPitchStep,startPitchOctave,startPitchAlter,targetPitchStep,targetPitchOctave,targetPitchAlter
2,4,4,E,0,1,minor-seventh,4,119adac4-30dd-4a31-8938-6d7b29c5a948,E,2,0,E,3,-1
2,4,4,E,-1,1,dominant,4,5635c642-a801-42fb-9f3c-f509c9df3e6a,E,3,-1,D,3,0
2,4,4,D,0,1,major-seventh,4,39056094-ad55-47e2-a893-a1de14b01d78,D,3,0,D,3,0
2,4,4,D,0,1,major-seventh,4,8033eb82-26b6-4e81-adcd-473f0d5c378b,D,3,0,E,3,-1
-5,4,4,E,-1,1,minor-seventh,4,82fe512e-2061-4d34-9bff-a5b87f657289,E,3,-1,D,3,0
-5,4,4,D,0,1,dominant,4,eca1fefb-4383-483c-aef1-00605470149c,D,3,0,D,3,-1
-5,4,4,D,-1,1,major-seventh,4,875a9ac8-a0bf-43ab-8640-1248f5b0a416,D,3,-1,D,3,-1
-5,4,4,D,-1,1,major-seventh,4,29eb809b-dff8-4fff-b893-919a755333d9,D,3,-1,D,3,1
7,4,4,D,1,1,minor-seventh,4,47f5307a-99c2-4ea5-84a3-0bac9604c801,D,3,1,D,3,0
7,4,4,D,0,1,dominant,4,40d12ac3-0f0d-4176-9147-431dc0916b59,D,3,0,C,3,1
7,4,4,C,1,1,major-seventh,4,296853bb-c914-4609-8c54-44a064139950,C,3,1,C,3,1
0,4,4,D,0,1,minor-seventh,4,28b18745-5cf1-49dc-b3d7-a19272ec1051,D,3,0,G,3,0
0,4,4,G,0,1,dominant,4,96af274d-e1f7-4d0f-a65f-902fe77231b0,G,3,0,C,3,0
0,4,4,C,0,1,major-seventh,4,e74ba182-ba87-4f13-871e-6cb43005b2e6,C,3,0,A,2,0
0,4,4,A,0,1,minor-seventh,4,571e8f56-de4b-4783-b52b-cf4828fd0471,A,2,0,D,3,0
0,4,4,D,0,1,minor-seventh,4,3d0edf28-1624-4722-b445-44e931f12692,D,3,0,C,3,1
5,4,4,C,1,1,minor-seventh,4,6bfb24d4-5726-48d8-ba20-41dc5396941e,C,3,1,F,3,1
5,4,4,F,1,1,dominant,4,4aaab800-bcff-4c54-ac5e-b9e0dafe09ba,F,3,1,B,2,0
5,4,4,B,0,1,major-seventh,4,b219c098-93f0-4c63-b906-5bffc29c290f,B,2,0,G,2,1
5,4,4,G,1,1,minor-seventh,4,96f5ebe8-9e6c-444f-adbf-edb63c2feb7d,G,2,1,C,3,1
5,4,4,C,1,1,minor-seventh,4,e4b965ab-63d2-4e84-9470-882d72fb935a,C,3,1,D,3,-1
-7,4,4,D,-1,1,minor-seventh,4,2bb2e56d-9347-4b3f-8ff9-79fb276797b0,D,3,-1,G,3,-1
-7,4,4,G,-1,1,dominant,4,3f8ed30b-29e8-49aa-898f-45642a5db3e7,G,3,-1,C,3,-1
-7,4,4,C,-1,1,major-seventh,4,8288a473-8ab2-4384-8e16-b8b396600224,C,3,-1,A,2,-1
-7,4,4,A,-1,1,minor-seventh,4,19e890b4-b9d4-4e66-a00c-09d2cc16e87d,A,2,-1,D,3,-1
-7,4,4,D,-1,1,minor-seventh,4,df53cf5b-aaed-48a6-b509-b7a3ff8fd36d,D,3,-1,C,3,0
-2,4,4,C,0,1,minor-seventh,4,80055525-c1bc-40ef-9c99-3ccc5be24cee,C,3,0,F,3,0
-2,4,4,F,0,1,dominant,4,d5c16edb-469a-4dfb-bd98-685118cc987b,F,3,0,B,2,-1
-2,4,4,B,-1,1,major-seventh,4,ba1bb297-b85a-4f6a-b1fc-31bccf878aa3,B,2,-1,G,2,0
-2,4,4,G,0,1,minor-seventh,4,c3e25398-a75a-4fdc-9a2c-38d8356275be,G,2,0,C,3,0
-2,4,4,C,0,1,minor-seventh,4,8d7f8179-5eec-4530-9e0a-75011b4c2684,C,3,0,B,2,0
3,4,4,B,0,1,minor-seventh,4,3fc17a45-1150-4ac8-83ee-6c7ce7d9043b,B,2,0,E,3,0
3,4,4,E,0,1,dominant,4,8e41bd68-745d-4f5a-af34-6a745836da41,E,3,0,A,2,0
3,4,4,A,0,1,major-seventh,4,97bbd2d6-7b15-42c0-a451-f7768f238e6d,A,2,0,F,2,1
3,4,4,F,1,1,minor-seventh,4,bbdb1f6a-98d6-4097-9c1f-2dcb35687826,F,2,1,B,2,0
3,4,4,B,0,1,minor-seventh,4,2955cfe9-e209-4dae-985d-e6c75b6287d3,B,2,0,B,2,-1
-4,4,4,B,-1,1,minor-seventh,4,20440d92-8597-4a33-a49a-da05c2d211c3,B,2,-1,E,3,-1
-4,4,4,E,-1,1,dominant,4,1476fd57-869c-461e-a029-b2a8a40bb8ea,E,3,-1,A,2,-1
-4,4,4,A,-1,1,major-seventh,4,183b4bb1-9728-460e-831a-bf84dd8c2ce5,A,2,-1,F,3,0
-4,4,4,F,0,1,minor-seventh,4,493c3289-ea63-4f8f-a663-841f1e42e299,F,3,0,B,2,-1
-4,4,4,B,-1,1,minor-seventh,4,9849a62d-835e-467d-b7bc-12826fe795d9,B,2,-1,A,2,0
1,4,4,A,0,1,minor-seventh,4,8e9a854a-27bf-48aa-b512-c2c57f70a203,A,2,0,D,3,0
1,4,4,D,0,1,dominant,4,abef4e5a-1751-4b6f-a8e5-f51631828df1,D,3,0,G,2,0
1,4,4,G,0,1,major-seventh,4,3b53bb8f-85ca-4974-862f-d0e6cdaa3afc,G,2,0,E,3,0
1,4,4,E,0,1,minor-seventh,4,f93ba0b2-0afb-4713-a3bf-8cb70823008a,E,3,0,A,2,0
1,4,4,A,0,1,minor-seventh,4,2683e3fc-10cd-43d8-a849-4dc973f4d869,A,2,0,D,3,0
1,4,4,D,0,1,dominant,4,cf6a4ad8-3a88-4ad0-8668-fcc2c65c2485,D,3,0,G,3,0
1,4,4,G,0,1,major-seventh,4,085951a8-5f13-43d5-9580-d55066ecf6dc,G,3,0,E,3,0
1,4,4,E,0,1,minor-seventh,4,f7633d9f-919b-4abc-8181-b6f0d4e165a2,E,3,0,A,2,0
1,4,4,A,0,1,minor-seventh,4,bef90070-8319-4c83-a408-868f04b4248a,A,2,0,A,2,-1
-6,4,4,A,-1,1,minor-seventh,4,dfa48480-e9c5-4e5d-af36-94fcfe02a5b5,A,2,-1,D,3,-1
-6,4,4,D,-1,1,dominant,4,1b8a596b-a5fd-415d-a2e1-e786f388c117,D,3,-1,G,2,-1
-6,4,4,G,-1,1,major-seventh,4,71718026-358c-468f-a08f-681912bd37c1,G,2,-1,E,3,-1
-6,4,4,E,-1,1,minor-seventh,4,b5968157-2e61-40bf-8573-445563d0ddd1,E,3,-1,A,2,-1
-6,4,4,A,-1,1,minor-seventh,4,3d90820f-bc51-4947-9828-5b92ae0933cd,A,2,-1,D,3,-1
-6,4,4,D,-1,1,dominant,4,a2e387f7-6915-4374-b56b-69a504f1db7c,D,3,-1,G,3,-1
-6,4,4,G,-1,1,major-seventh,4,0761efa7-ac06-4817-85de-e6fe0aa93eeb,G,3,-1,E,3,-1
-6,4,4,E,-1,1,minor-seventh,4,66221bbd-813d-460a-b9ee-dfb5d372c57e,E,3,-1,A,2,-1
-6,4,4,A,-1,1,minor-seventh,4,24aa7beb-fb62-4c6e-93d5-c49334b66c14,A,2,-1,G,2,1
6,4,4,G,1,1,minor-seventh,4,059d8fa7-fc53-4519-8cbf-c65e4b5f93d6,G,2,1,C,3,1
6,4,4,C,1,1,dominant,4,89a47dd1-54c5-478b-9e1e-4e261c6e9389,C,3,1,F,2,1
6,4,4,F,1,1,major-seventh,4,bf032ac6-5092-4ea6-8377-1f30e5e703dd,F,2,1,D,3,1
6,4,4,D,1,1,minor-seventh,4,e5af8a5f-da2d-4f87-a762-7c410af53235,D,3,1,G,2,1
6,4,4,G,1,1,minor-seventh,4,3d741aad-6837-4f7b-8264-b8c8f8564f35,G,2,1,C,3,1
6,4,4,C,1,1,dominant,4,6c99c7eb-3c1b-4419-aa0d-b86883a684d8,C,3,1,F,3,1
6,4,4,F,1,1,major-seventh,4,7d65ebc7-ac81-4acf-8dbe-54d779453e92,F,3,1,D,3,1
6,4,4,D,1,1,minor-seventh,4,4b2ae051-f79a-4c3a-b342-0a985b61e3f0,D,3,1,G,2,1
6,4,4,G,1,1,minor-seventh,4,cd1566ad-a49c-4bbf-8ff5-6149190f47d1,G,2,1,G,2,0
-1,4,4,G,0,1,minor-seventh,4,01598a91-5977-42e0-b010-728b6d2c6b6c,G,2,0,C,3,0
-1,4,4,C,0,1,dominant,4,92956b4c-af1a-40c0-846c-261c59d44df1,C,3,0,F,2,0
-1,4,4,F,0,1,major-seventh,4,038e04f2-cf86-4fd4-9010-c5d43d684afe,F,2,0,D,3,0
-1,4,4,D,0,1,minor-seventh,4,f04d0b74-2d40-45eb-8d04-16491ebca8f6,D,3,0,G,2,0
-1,4,4,G,0,1,minor-seventh,4,0b1ccb6a-b00c-460f-b24b-96767a7c85c8,G,2,0,C,3,0
-1,4,4,C,0,1,dominant,4,c53e9bbd-aaea-452b-b9bc-cc053bac47aa,C,3,0,F,3,0
-1,4,4,F,0,1,major-seventh,4,fa83932d-35eb-4063-a0b1-d620a0a54604,F,3,0,D,3,0
-1,4,4,D,0,1,minor-seventh,4,87e4a470-786e-4e0f-910c-a809760a973d,D,3,0,G,2,0
-1,4,4,G,0,1,minor-seventh,4,03e8a7c9-c639-4039-b2ca-d94556e8cc89,G,2,0,F,2,1
4,4,4,F,1,1,minor-seventh,4,154e1547-f514-45c3-b4b2-a1afac36c89e,F,2,1,B,2,0
4,4,4,B,0,1,dominant,4,60cd31e7-c8c2-4649-8632-88cf46f137f4,B,2,0,E,2,0
4,4,4,E,0,1,major-seventh,4,bbdf2809-69c5-4229-9047-6941bfee759b,E,2,0,C,3,1
4,4,4,C,1,1,minor-seventh,4,56d3f0e1-61e6-402d-8cb0-bef79ced2c4d,C,3,1,F,3,1
4,4,4,F,1,1,minor-seventh,4,7b80e11b-eb70-405a-81e5-d643960dec35,F,3,1,B,2,0
4,4,4,B,0,1,dominant,4,741164e8-6bbc-4971-8eba-472bc579e591,B,2,0,E,3,0
4,4,4,E,0,1,major-seventh,4,fa50ee35-5bc0-434c-a1aa-f90c51fde662,E,3,0,C,3,1
4,4,4,C,1,1,minor-seventh,4,04465844-2a23-4b45-89bb-786b9e34993b,C,3,1,F,2,1
4,4,4,F,1,1,minor-seventh,4,8d64ddea-03d3-450f-828d-7d213be0710f,F,2,1,F,2,0
-3,4,4,F,0,1,minor-seventh,4,796ddc42-1a41-4739-9ab5-b3509032b3a1,F,2,0,B,2,-1
-3,4,4,B,-1,1,dominant,4,85e9b00b-67d8-4286-984b-becba2d2041e,B,2,-1,E,3,-1
-3,4,4,E,-1,1,major-seventh,4,be96197d-9432-4703-87d1-ed9693ddcc20,E,3,-1,C,3,0
-3,4,4,C,0,1,minor-seventh,4,16a651cb-e80f-428b-8c0c-f4e1f9033ddf,C,3,0,F,2,0
-3,4,4,F,0,1,minor-seventh,4,94dae164-f0af-432f-b53c-65040105375f,F,2,0,E,2,0
2,4,4,E,0,1,minor-seventh,4,c6532d13-c94f-4e94-9175-94e2b0f152fe,E,2,0,A,2,0
2,4,4,A,0,1,dominant,4,cfd297b7-10d3-422b-925a-06f74d048ea4,A,2,0,D,3,0
2,4,4,D,0,1,major-seventh,4,25fe5992-1385-483d-a090-ea26e23cc39c,D,3,0,B,2,0
2,4,4,B,0,1,minor-seventh,4,1dcbec11-38d9-4b12-9788-d75dcab46f67,B,2,0,E,3,0
2,4,4,E,0,1,minor-seventh,4,ca1e6f01-adb1-42d7-8f00-323b8a24600d,E,3,0,E,3,-1
-5,4,4,E,-1,1,minor-seventh,4,11ca43e8-bd50-4c8b-b63b-fd1544cb84cb,E,3,-1,A,2,-1
-5,4,4,A,-1,1,dominant,4,d8c68500-eb6f-4605-8924-b80a5c1fec62,A,2,-1,D,3,-1
-5,4,4,D,-1,1,major-seventh,4,b5353481-6034-4123-9da1-29b22c05e922,D,3,-1,B,2,-1
-5,4,4,B,-1,1,minor-seventh,4,a5b70738-b3e1-449f-bdfd-a98fbabde2d3,B,2,-1,E,3,-1
-5,4,4,E,-1,1,minor-seventh,4,dbac4d00-bb48-4da9-8694-e5db03bd45cf,E,3,-1,D,3,1
7,4,4,D,1,1,minor-seventh,4,0afda6e4-d445-4032-b68f-70462c0e329a,D,3,1,G,2,1
7,4,4,G,1,1,dominant,4,24e287aa-03fa-4aca-bbd8-1f8b9a0e867a,G,2,1,C,3,1
7,4,4,C,1,1,major-seventh,4,b2c1b2c2-ecb6-443e-b250-1ee661f5b435,C,3,1,A,2,1
7,4,4,A,1,1,minor-seventh,4,84be9c8b-2a8f-4885-af8f-b6245fa822ed,A,2,1,D,3,1
0,4,4,D,0,2,minor-seventh,8,7c76e929-9aac-4604-96cd-df2b1ae1caaa,D,3,0,G,3,0
0,4,4,G,0,2,dominant,8,e6f450cd-e924-474e-8df1-a11e463d6300,G,3,0,C,3,0
0,4,4,C,0,2,major-seventh,8,370e0400-b127-4ddc-bc2f-786522ba29ba,C,3,0,C,3,0
0,4,4,C,0,2,major-seventh,8,de050661-5b3c-40e6-b8dd-b6cf7ae01f74,C,3,0,C,3,1
5,4,4,C,1,2,minor-seventh,8,0c0bb78c-e4dc-4462-bee5-1d59dc0a970c,C,3,1,F,3,1
5,4,4,F,1,2,dominant,8,9c1e6482-e2f7-423c-ac26-ca6e2b453bb7,F,3,1,B,2,0
5,4,4,B,0,2,major-seventh,8,264fe5c9-1cf7-4950-8fa6-120ba73ac6fc,B,2,0,B,2,0
5,4,4,B,0,2,major-seventh,8,0ec6397b-1ca3-461e-aac0-33f30868252a,B,2,0,D,3,-1
-7,4,4,D,-1,2,minor-seventh,8,ff20fb4a-0d87-4516-894d-eaaf871e7e39,D,3,-1,G,3,-1
-7,4,4,G,-1,2,dominant,8,f4ebe29e-1037-464d-8ae2-2304afc7d6d8,G,3,-1,C,3,-1
-7,4,4,C,-1,2,major-seventh,8,3af46110-f1d1-4730-b0f3-cdee5607fe65,C,3,-1,C,3,-1
-7,4,4,C,-1,2,major-seventh,8,a703cac5-0b60-48d2-bf28-213620604e63,C,3,-1,C,3,0
-2,4,4,C,0,2,minor-seventh,8,30edf0bd-9b01-411a-9a69-6a541abc41d6,C,3,0,F,3,0
-2,4,4,F,0,2,dominant,8,c6e56a74-e8a1-44a0-8d3b-621e1b36158e,F,3,0,B,2,-1
-2,4,4,B,-1,2,major-seventh,8,a67b2ce8-f7bf-4986-8ce2-46eeaed38f6c,B,2,-1,B,2,-1
-2,4,4,B,-1,2,major-seventh,8,2a8bb826-9708-41c0-8cbb-46571ec60641,B,2,-1,B,2,0
3,4,4,B,0,2,minor-seventh,8,3c685795-3f31-443c-934f-3ab5561c2a60,B,2,0,E,3,0
3,4,4,E,0,2,dominant,8,62104876-a26e-4f0d-a429-52bd00a84eea,E,3,0,A,2,0
3,4,4,A,0,2,major-seventh,8,cc7ec6fd-f7e0-4c81-bfe7-3794dcb212a2,A,2,0,A,2,0
3,4,4,A,0,2,major-seventh,8,d07d6b1b-4822-4ae7-b2c8-001e40932f7a,A,2,0,B,2,-1
-4,4,4,B,-1,2,minor-seventh,8,9f2a2525-ffb2-420d-89a5-d421711a8a8f,B,2,-1,E,3,-1
-4,4,4,E,-1,2,dominant,8,bc2aabe0-d286-4177-a4a2-a0474367478d,E,3,-1,A,2,-1
-4,4,4,A,-1,2,major-seventh,8,d8c34c3d-05b0-419a-b580-1c86a5825c97,A,2,-1,A,3,-1
-4,4,4,A,-1,2,major-seventh,8,1970923b-d4cd-4ad3-8250-4ad4d3388201,A,3,-1,A,2,0
1,4,4,A,0,2,minor-seventh,8,fe642231-77f2-4141-be42-9c8ff52ff492,A,2,0,D,3,0
1,4,4,D,0,2,dominant,8,93996da7-73e7-4bf9-8b45-34d1dfe1bee9,D,3,0,G,2,0
1,4,4,G,0,2,major-seventh,8,0ed676d2-aa9d-4131-a973-967a9cb77269,G,2,0,G,3,0
1,4,4,G,0,2,major-seventh,8,736bd606-f8e9-458d-b061-fff0b4eb1e63,G,3,0,A,2,-1
-6,4,4,A,-1,2,minor-seventh,8,b9a31922-18a1-42cd-8bfd-53da7e64e7f9,A,2,-1,D,3,-1
-6,4,4,D,-1,2,dominant,8,d245be5b-503e-41fd-9fec-a8c768e2b6ae,D,3,-1,G,2,-1
-6,4,4,G,-1,2,major-seventh,8,e85a660f-0cf2-41d2-9fb0-2b2562da76ed,G,2,-1,G,3,-1
-6,4,4,G,-1,2,major-seventh,8,878d5b09-a465-4048-bde9-0fed8df56bc1,G,3,-1,G,2,1
6,4,4,G,1,2,minor-seventh,8,39358970-21c9-4e86-92ed-2b68a179fce0,G,2,1,C,3,1
6,4,4,C,1,2,dominant,8,21f2bda9-2d45-40fb-b0ed-2c78d8d2a478,C,3,1,F,2,1
6,4,4,F,1,2,major-seventh,8,dddc70d4-ec99-4910-8068-0e8f470055ad,F,2,1,F,3,1
6,4,4,F,1,2,major-seventh,8,5a9a9dab-7043-4026-961c-6e82ec06c236,F,3,1,G,2,0
-1,4,4,G,0,2,minor-seventh,8,8b0d7170-862e-4987-9592-3e5631781d6f,G,2,0,C,3,0
-1,4,4,C,0,2,dominant,8,96930050-1aa0-4306-b188-ffdbcc437eca,C,3,0,F,2,0
-1,4,4,F,0,2,major-seventh,8,465b4df6-9ead-42dc-b696-c546c791cd22,F,2,0,F,3,0
-1,4,4,F,0,2,major-seventh,8,540dc02b-4c47-448c-9f96-d8c6b693a12b,F,3,0,F,2,1
4,4,4,F,1,2,minor-seventh,8,5972081a-c50f-49cc-8f21-4ffea560eee9,F,2,1,B,2,0
4,4,4,B,0,2,dominant,8,94803d84-2cfc-4088-9e96-b838dca66300,B,2,0,E,2,0
4,4,4,E,0,2,major-seventh,8,938e35a2-bff9-45b3-97a1-32dd86889abd,E,2,0,E,3,0
4,4,4,E,0,2,major-seventh,8,4d13d5c1-c612-4d4d-b844-465d33c02364,E,3,0,F,2,0
-3,4,4,F,0,2,minor-seventh,8,e0ac2297-e987-4b40-8fb9-4c624f3e0b63,F,2,0,B,2,-1
-3,4,4,B,-1,2,dominant,8,77962fe5-773e-4d29-bcc1-a8f1c4571430,B,2,-1,E,3,-1
-3,4,4,E,-1,2,major-seventh,8,43cc6c7d-a5c2-437b-bbfb-1a30abe5d274,E,3,-1,E,3,-1
-3,4,4,E,-1,2,major-seventh,8,bb80649b-c95f-4618-9dee-8b77fa5aea24,E,3,-1,E,2,0
2,4,4,E,0,2,minor-seventh,8,d0f82b0a-58e8-47b3-91b9-23843013c231,E,2,0,A,2,0
2,4,4,A,0,2,dominant,8,bc8dc6d7-4863-469b-9eb9-567e1235208a,A,2,0,D,3,0
2,4,4,D,0,2,major-seventh,8,033211c2-c9d3-4ab6-a2e1-e819db55929c,D,3,0,D,3,0
2,4,4,D,0,2,major-seventh,8,32994883-25ce-4477-986e-a4adcbe74655,D,3,0,E,3,-1
-5,4,4,E,-1,2,minor-seventh,8,519caa71-4288-4483-9e96-9cde9d3f9d1c,E,3,-1,A,2,-1
-5,4,4,A,-1,2,dominant,8,9599e77a-1c66-4e32-a037-aec278adfcde,A,2,-1,D,3,-1
-5,4,4,D,-1,2,major-seventh,8,0189399a-d92c-4c2a-be7c-abf9420da6c0,D,3,-1,D,3,-1
-5,4,4,D,-1,2,major-seventh,8,2742509b-76ad-4e13-b54c-01d4ca77ebfc,D,3,-1,D,3,1
7,4,4,D,1,2,minor-seventh,8,966caa34-93c9-4619-a1ab-4caf4da3dae5,D,3,1,G,2,1
7,4,4,G,1,2,dominant,8,a19ae009-41da-4ce5-b57a-5b2824edde4b,G,2,1,C,3,1
7,4,4,C,1,2,major-seventh,8,ebdef9e3-9c6b-4cf2-99c7-a5ac44513403,C,3,1,C,3,1
0,4,4,D,0,1,minor-seventh,2,38c6a3d1-0b6e-441d-ac31-93882415e67e,D,3,0,G,3,0
0,4,4,G,0,1,dominant,2,53efc28c-b179-4a85-b7e8-b7f22b5bbd7a,G,3,0,C,3,0
0,4,4,C,0,1,major-sixth,2,9a908c9a-d6f9-421e-8f1d-528903399e4d,C,3,0,A,2,0
0,4,4,A,0,1,minor-seventh,2,389263cf-bf24-4602-b83d-f65e80a5d1ea,A,2,0,D,3,0
0,4,4,D,0,1,minor-seventh,2,257f1500-1753-47bc-a5d3-466beb510440,D,3,0,G,3,0
0,4,4,G,0,1,dominant,2,0eceb197-7b1a-4cd3-8b49-06c8db4660b9,G,3,0,C,3,0
0,4,4,C,0,1,major-sixth,4,d01f7157-a95e-4e08-bfb7-46b5d99abe55,C,3,0,C,3,1
5,4,4,C,1,1,minor-seventh,2,01e2d7aa-a329-45dd-ad95-7a8ba044e3c7,C,3,1,F,3,1
5,4,4,F,1,1,dominant,2,848cfbb7-aa3d-4155-83e7-fca9f1ae46a8,F,3,1,B,2,0
5,4,4,B,0,1,major-sixth,2,39f4e83a-1b98-4948-b414-c8d9755d2c11,B,2,0,G,2,1
5,4,4,G,1,1,minor-seventh,2,69bc75e1-e0e2-404a-86c1-19b8f54d3f94,G,2,1,C,3,1
5,4,4,C,1,1,minor-seventh,2,44d34e11-ab6b-4f00-b1bf-14a68b4abd83,C,3,1,F,3,1
5,4,4,F,1,1,dominant,2,cf828509-b67d-4d92-b467-3bdadad46739,F,3,1,B,2,0
5,4,4,B,0,1,major-sixth,4,3468ed00-1e7f-465e-9935-9710fbcd317f,B,2,0,D,3,-1
-7,4,4,D,-1,1,minor-seventh,2,43468247-9197-46b4-a853-4fd5851b35c1,D,3,-1,G,3,-1
-7,4,4,G,-1,1,dominant,2,71c2edf4-a275-4a29-a2e8-e84a48660ab5,G,3,-1,C,3,-1
-7,4,4,C,-1,1,major-sixth,2,5244ca34-47e5-443d-8915-5ace450238d0,C,3,-1,A,2,-1
-7,4,4,A,-1,1,minor-seventh,2,e3f3dbc3-b546-474b-b774-420ca53f0d7a,A,2,-1,D,3,-1
-7,4,4,D,-1,1,minor-seventh,2,d9160aaa-6223-4a77-8175-49196a54c6dd,D,3,-1,G,3,-1
-7,4,4,G,-1,1,dominant,2,5fec0afd-14aa-4782-ad9d-8faae583ee0e,G,3,-1,C,3,-1
-7,4,4,C,-1,1,major-sixth,4,24527e25-2cd5-4626-aa4a-06e3def7f041,C,3,-1,C,3,0
-2,4,4,C,0,1,minor-seventh,2,17fa89b2-6771-46cc-96b9-7cdbefa2afc0,C,3,0,F,3,0
-2,4,4,F,0,1,dominant,2,f0b1353f-42ef-45fa-ba07-cbec7d8ce10c,F,3,0,B,2,-1
-2,4,4,B,-1,1,major-sixth,2,039512bf-ead0-4abc-a799-ed118ad6b58a,B,2,-1,G,2,0
-2,4,4,G,0,1,minor-seventh,2,554a8ae6-b9e9-40ac-a25c-af16bd98b02f,G,2,0,C,3,0
-2,4,4,C,0,1,minor-seventh,2,4ed0d0f8-2fb2-4130-8ac6-6d8840a6cc9a,C,3,0,F,3,0
-2,4,4,F,0,1,dominant,2,52425e0c-4451-44a1-8dd1-30fc37af79a9,F,3,0,B,2,-1
-2,4,4,B,-1,1,major-sixth,4,f8bd8d90-0062-45d9-b5fc-0e394a972d46,B,2,-1,B,2,0
3,4,4,B,0,1,minor-seventh,2,1f7f6320-5a26-4a94-a396-b30bb9d1fa8b,B,2,0,E,3,0
3,4,4,E,0,1,dominant,2,b9258097-6d1a-4a80-a70e-e58be8c2962d,E,3,0,A,2,0
3,4,4,A,0,1,major-sixth,2,7fcea706-1ddd-48f7-8f79-6fdcc7c38c67,A,2,0,F,2,1
3,4,4,F,1,1,minor-seventh,2,b25ac5f2-5a6c-4b44-9998-a1a016844aa3,F,2,1,B,2,0
3,4,4,B,0,1,minor-seventh,2,6518b291-385d-47f5-b46c-55643960f6e7,B,2,0,E,3,0
3,4,4,E,0,1,dominant,2,8081481b-feb7-462a-b03c-7b041b7c8c74,E,3,0,A,2,0
3,4,4,A,0,1,major-sixth,4,e83f4a9b-2a88-4603-a7b5-d72c98620277,A,2,0,B,2,-1
-4,4,4,B,-1,1,minor-seventh,2,114c8fd5-8bd2-4ac6-bd58-fac9bc4df35e,B,2,-1,E,3,-1
-4,4,4,E,-1,1,dominant,2,c8022548-34b1-4571-b7e8-909a24c8a1a7,E,3,-1,A,2,-1
-4,4,4,A,-1,1,major-sixth,2,63165f38-6f75-4de1-abd6-426d252c7a0e,A,2,-1,F,2,0
-4,4,4,F,0,1,minor-seventh,2,683c5b4f-26dc-46bd-a1c6-ba44f32ef22f,F,2,0,B,2,-1
-4,4,4,B,-1,1,minor-seventh,2,d86361f5-70b0-4e86-a7a7-0459435c460a,B,2,-1,E,3,-1
-4,4,4,E,-1,1,dominant,2,11ff1169-e541-4517-911a-5ef91e4e89f2,E,3,-1,A,2,-1
-4,4,4,A,-1,1,major-sixth,4,cafdac9d-d56b-4f04-ae1c-51fa0c871ffc,A,2,-1,A,2,0
1,4,4,A,0,1,minor-seventh,2,681a6560-8109-4fd7-aac8-c7caa5f7caf3,A,2,0,D,3,0
1,4,4,D,0,1,dominant,2,dd09ecf0-fd72-454a-bff4-8288c40f3c7d,D,3,0,G,2,0
1,4,4,G,0,1,major-sixth,2,d97363d3-2a53-4431-a9b4-6865730c1df5,G,2,0,E,2,0
1,4,4,E,0,1,minor-seventh,2,54e49e32-74c3-4849-82fe-23fb88673bc4,E,2,0,A,2,0
1,4,4,A,0,1,minor-seventh,2,2defbe6a-c3bd-4680-890a-a995d735cebd,A,2,0,D,3,0
1,4,4,D,0,1,dominant,2,1ba92f1f-5821-4fdd-ad2a-5cb26fc05257,D,3,0,G,2,0
1,4,4,G,0,1,major-sixth,4,6c557718-bcbb-4c81-a388-2b5307268821,G,2,0,A,2,-1
-6,4,4,A,-1,1,minor-seventh,2,3d763678-fb41-479c-94ef-66466dc58090,A,2,-1,D,3,-1
-6,4,4,D,-1,1,dominant,2,fd95fc46-88e8-43ce-8cc1-3870923203f1,D,3,-1,G,2,-1
-6,4,4,G,-1,1,major-sixth,2,106eeeda-89fe-400c-b4aa-b2cef1f9491a,G,2,-1,E,3,-1
-6,4,4,E,-1,1,minor-seventh,2,628c5f84-846a-4244-86ca-303b29184794,E,3,-1,A,2,-1
-6,4,4,A,-1,1,minor-seventh,2,117e9e22-4f87-4872-9a99-8fe536c8d758,A,2,-1,D,3,-1
-6,4,4,D,-1,1,dominant,2,26a73963-1b34-4aac-9813-0e6dadfaa5d4,D,3,-1,G,2,-1
-6,4,4,G,-1,1,major-sixth,4,2ebe84eb-6eb1-479f-8f14-07a71c49cb94,G,2,-1,G,2,1
6,4,4,G,1,1,minor-seventh,2,b0f657cd-3c87-4918-97e7-6fa1667abd26,G,2,1,C,3,1
6,4,4,C,1,1,dominant,2,387dbcd0-497d-4252-9bd4-75e79186d6ce,C,3,1,F,2,1
6,4,4,F,1,1,major-sixth,2,49a6e75a-4c92-4ecc-ad76-1a9f6ae34af9,F,2,1,D,3,1
6,4,4,D,1,1,minor-seventh,2,3fcad1e1-7382-4d22-bb16-1a4035ec0296,D,3,1,G,2,1
6,4,4,G,1,1,minor-seventh,2,3e24d530-c9c7-44a1-8c3c-a1efeff52547,G,2,1,C,3,1
6,4,4,C,1,1,dominant,2,c7c4c956-c11a-4ab2-8783-884ff2f63ae7,C,3,1,F,2,1
6,4,4,F,1,1,major-sixth,4,dd32f9d3-7a5e-4910-9415-5c23cc2d024d,F,2,1,G,2,0
-1,4,4,G,0,1,minor-seventh,2,e000022b-2dbe-4ea5-8158-344642196700,G,2,0,C,3,0
-1,4,4,C,0,1,dominant,2,7f3faf70-0bd4-45cb-a47b-bad4ba66988f,C,3,0,F,2,0
