keyFifths,beats,beatsType,harmonyRootStep,harmonyRootAlter,divisions,harmonyKind,harmonyDuration,sequenceId,startPitchStep,startPitchOctave,startPitchAlter,targetPitchStep,targetPitchOctave,targetPitchAlter
-1,4,4,F,0,1,major-sixth,2,9fc57e90-de0e-4697-9229-991a5c6d10ed,F,2,0,D,3,0
-1,4,4,D,0,1,minor-seventh,2,cebc2d44-6746-4aed-b87f-9e424ed4aa62,D,3,0,G,2,0
-1,4,4,G,0,1,minor-seventh,2,f1f27a30-5fe5-483f-addc-7f5e8b8ebe5f,G,2,0,C,3,0
-1,4,4,C,0,1,dominant,2,66d8095c-ffcd-4929-9adc-d0ea99279114,C,3,0,F,2,0
-1,4,4,F,0,1,major-sixth,4,c8b92528-2062-4168-b6ad-b3c2d72d4741,F,2,0,F,2,1
4,4,4,F,1,1,minor-seventh,2,4d0887f5-fc77-4bd1-b213-9a47aef4d8e5,F,2,1,B,2,0
4,4,4,B,0,1,dominant,2,17089a35-ed11-4be3-b738-9048306d1603,B,2,0,E,2,0
4,4,4,E,0,1,major-sixth,2,7e55047b-6cc9-421f-81a0-d8e241016c58,E,2,0,C,3,1
4,4,4,C,1,1,minor-seventh,2,4ac7d0e2-12cd-4e04-b36c-2c1f1c100b3f,C,3,1,F,2,1
4,4,4,F,1,1,minor-seventh,2,8ea9c28a-9b81-4f64-8f39-8bfe17f68c8a,F,2,1,B,2,0
4,4,4,B,0,1,dominant,2,54c4daa8-844a-4f80-8e76-91d0fca4645c,B,2,0,E,2,0
4,4,4,E,0,1,major-sixth,4,bf08bb39-3de9-4fde-81e8-ced10fbc3df3,E,2,0,F,2,0
-3,4,4,F,0,1,minor-seventh,2,c38f39c4-5da4-4777-8154-487ef92e255f,F,2,0,B,2,-1
-3,4,4,B,-1,1,dominant,2,59e19bbd-5b62-4ce1-9278-d98380fe2d90,B,2,-1,E,3,-1
-3,4,4,E,-1,1,major-sixth,2,2f68ec0b-53f2-4545-86a3-0f28576203ae,E,3,-1,C,3,0
-3,4,4,C,0,1,minor-seventh,2,d3ca05d3-1202-4faf-ad5f-332bc1c39899,C,3,0,F,2,0
-3,4,4,F,0,1,minor-seventh,2,1573cf13-d099-48dd-bb56-aefcfe838beb,F,2,0,B,2,-1
-3,4,4,B,-1,1,dominant,2,7e9427ae-b60e-4ec5-9aef-1d12313416b5,B,2,-1,E,3,-1
-3,4,4,E,-1,1,major-sixth,4,cf60e384-0f58-4a93-98ab-aba66c19ce69,E,3,-1,F,3,0
-3,4,4,F,0,1,minor-seventh,2,61de9a8a-2f13-4f14-814e-3fc328892de4,F,3,0,B,2,-1
-3,4,4,B,-1,1,dominant,2,b271e1f7-5a8b-4fb2-b2db-0dac8a03c0d0,B,2,-1,E,3,-1
-3,4,4,E,-1,1,major-sixth,2,3e26fc25-c76e-4438-8775-358af32835fc,E,3,-1,C,3,0
-3,4,4,C,0,1,minor-seventh,2,e55bd999-f366-4d16-9c7f-d48ec576e2b6,C,3,0,F,3,0
-3,4,4,F,0,1,minor-seventh,2,66bd8c00-e649-49fd-985a-5f0986006351,F,3,0,B,3,-1
-3,4,4,B,-1,1,dominant,2,7a270fa6-10ad-4194-a352-794a91a15c23,B,3,-1,E,3,-1
-3,4,4,E,-1,1,major-sixth,4,dd053fe8-dde1-47db-94eb-cc91d08cdbf1,E,3,-1,E,2,0
2,4,4,E,0,1,minor-seventh,2,c66d2e79-490f-4959-920a-d3baada14477,E,2,0,A,2,0
2,4,4,A,0,1,dominant,2,0ab7011a-9d33-4641-9ea9-83c6da15ce4f,A,2,0,D,3,0
2,4,4,D,0,1,major-sixth,2,c5d31d51-f022-4844-8f0f-38a1dd6dc6ad,D,3,0,B,2,0
2,4,4,B,0,1,minor-seventh,2,b48181bb-e43f-4993-9d39-9afc120c2a9d,B,2,0,E,2,0
2,4,4,E,0,1,minor-seventh,2,0b3c1690-c965-4a8a-a58c-1de892c37934,E,2,0,A,2,0
2,4,4,A,0,1,dominant,2,2d53c8e0-98db-4931-835b-7c34566636f7,A,2,0,D,3,0
2,4,4,D,0,1,major-sixth,4,3377a834-0921-4dad-8465-f27e2e0d4eca,D,3,0,E,3,0
2,4,4,E,0,1,minor-seventh,2,4f5e8c03-adb1-49c0-b3a0-9a7a4ca0649b,E,3,0,A,3,0
2,4,4,A,0,1,dominant,2,d6d4fa90-44b9-474f-b4b7-45ca26f53712,A,3,0,D,3,0
2,4,4,D,0,1,major-sixth,2,304d35b8-44c2-43d5-9eea-e86d99a5c0d0,D,3,0,B,3,0
2,4,4,B,0,1,minor-seventh,2,847ede2e-aa17-4c2a-8944-8211964b6c66,B,3,0,E,3,0
2,4,4,E,0,1,minor-seventh,2,c283b722-85c9-4e34-80a6-b1e72a057c5f,E,3,0,A,2,0
2,4,4,A,0,1,dominant,2,505e0709-87ba-4fcf-b438-83c7c5093532,A,2,0,D,3,0
2,4,4,D,0,1,major-sixth,4,fa16c7dc-3883-4200-acc3-9a99638a9bfd,D,3,0,E,3,-1
-5,4,4,E,-1,1,minor-seventh,2,43fa1a9d-ad1f-4a98-a6cd-bf6fd19d2d85,E,3,-1,A,2,-1
-5,4,4,A,-1,1,dominant,2,fd801ddf-d9fc-49d8-b85d-acec9dd628b3,A,2,-1,D,3,-1
-5,4,4,D,-1,1,major-sixth,2,72eca25f-41ca-4bca-be18-9dbb2fe04bbe,D,3,-1,B,2,-1
-5,4,4,B,-1,1,minor-seventh,2,f2fddc66-0e88-4477-ac31-c08ca83a9cc4,B,2,-1,E,3,-1
-5,4,4,E,-1,1,minor-seventh,2,17f35126-4e4f-466b-b3d6-edf93ce562a7,E,3,-1,A,2,-1
-5,4,4,A,-1,1,dominant,2,c669ebbc-2505-4262-8e49-581b6b1bfae0,A,2,-1,D,3,-1
-5,4,4,D,-1,1,major-sixth,4,3ce50e1c-9ff0-461b-8658-7ca61170345c,D,3,-1,D,3,1
7,4,4,D,1,1,minor-seventh,2,6ea6c033-034a-46da-9857-3d9634ed317c,D,3,1,G,2,1
7,4,4,G,1,1,dominant,2,213e13e3-4442-4ecf-b335-dbcfcac1d892,G,2,1,C,3,1
7,4,4,C,1,1,major-sixth,2,4dbca198-3e51-4482-8413-b817d36da123,C,3,1,A,2,1
7,4,4,A,1,1,minor-seventh,2,98c8e2bb-b362-4e5e-800b-389c667aca15,A,2,1,D,3,1
7,4,4,D,1,1,minor-seventh,2,eb0af557-6606-404a-9e94-60225167dbdf,D,3,1,G,2,1
7,4,4,G,1,1,dominant,2,bb91d278-a6d5-4268-8146-0b46db96169b,G,2,1,C,3,1
0,4,4,C,0,1,major-seventh,4,4fbf1f20-4042-46ed-affe-841af421661c,C,3,0,D,3,0
0,4,4,D,0,1,minor-seventh,4,d1c5e4fd-7539-40fc-8057-5d205645a3c0,D,3,0,E,3,0
0,4,4,E,0,1,minor-seventh,4,aa2459cb-349a-4498-9e6d-e483a53691aa,E,3,0,F,3,0
0,4,4,F,0,1,major-seventh,4,fc805a84-c360-451d-b96e-6be3623822b6,F,3,0,G,2,0
0,4,4,G,0,1,dominant,4,4996a311-618e-4bd3-b002-5d708f3110a5,G,2,0,A,2,0
0,4,4,A,0,1,minor-seventh,4,51d28fcd-5377-42aa-88de-e8c810c29d9d,A,2,0,B,2,0
0,4,4,B,0,1,half-diminished,4,5ff98456-c96d-4dd7-bfdd-c91ba7e71676,B,2,0,C,3,0
0,4,4,C,0,1,major-seventh,4,affc440c-70f1-4c4b-85b3-0e0dc90f8696,C,3,0,C,3,0
0,4,4,C,0,1,major-seventh,4,332f24bb-d3d5-4f24-b990-fcd5e022ee68,C,3,0,C,3,1
7,4,4,C,1,1,major-seventh,4,18b8bca8-25ae-4979-9fb8-669b82222308,C,3,1,D,3,1
7,4,4,D,1,1,minor-seventh,4,d2522b17-f600-4d93-80f0-e7b9df97d361,D,3,1,E,3,1
7,4,4,E,1,1,minor-seventh,4,8e904e3b-8f98-4ec5-9ca5-be5af6a9aba3,E,3,1,F,3,1
7,4,4,F,1,1,major-seventh,4,9e6d4697-022d-4c35-9c95-839f8f8a2050,F,3,1,G,2,1
7,4,4,G,1,1,dominant,4,b89f0b85-3249-4651-b5e2-9ad01e0d418c,G,2,1,A,2,1
7,4,4,A,1,1,minor-seventh,4,456bbc8f-1ddb-4c02-a68e-39795dea07d7,A,2,1,B,2,1
7,4,4,B,1,1,half-diminished,4,e795a538-270f-4702-89fa-2e20840129d2,B,2,1,C,3,1
7,4,4,C,1,1,major-seventh,4,72a9e0aa-68f4-4c9a-a1ba-adde5d6d5367,C,3,1,C,3,1
7,4,4,C,1,1,major-seventh,4,e58cbb99-ca6c-4e67-99ca-f30e0df031ba,C,3,1,D,3,-1
-5,4,4,D,-1,1,major-seventh,4,54a4aa53-bac1-4afb-81af-50a93953e41e,D,3,-1,E,3,-1
-5,4,4,E,-1,1,minor-seventh,4,31d52b62-6b3f-447c-9384-665500292334,E,3,-1,F,3,0
-5,4,4,F,0,1,minor-seventh,4,05521dd1-2138-42b8-b33f-9ddd639cabc6,F,3,0,G,3,-1
-5,4,4,G,-1,1,major-seventh,4,e498d2dd-94d3-4450-8837-465939cb69cc,G,3,-1,A,2,-1
-5,4,4,A,-1,1,dominant,4,f11c906d-f8e6-454b-8ea3-254cd62de957,A,2,-1,B,2,-1
-5,4,4,B,-1,1,minor-seventh,4,861c075b-9973-4f94-878e-b0aff7996a6d,B,2,-1,C,3,0
-5,4,4,C,0,1,half-diminished,4,c1f0b479-b1be-44bd-b3ea-b0d25491a5f9,C,3,0,D,3,-1
-5,4,4,D,-1,1,major-seventh,4,443d09b4-ebd7-4e7c-9aad-2bd1fe20fcf6,D,3,-1,D,3,-1
-5,4,4,D,-1,1,major-seventh,4,bb964bcb-9426-4c55-a050-bbae9de13153,D,3,-1,D,3,0
2,4,4,D,0,1,major-seventh,4,99780326-416b-4fc4-ba25-619681e842fd,D,3,0,E,3,0
2,4,4,E,0,1,minor-seventh,4,250411aa-8767-45aa-9b93-deddf6174c9a,E,3,0,F,3,1
2,4,4,F,1,1,minor-seventh,4,518014be-082d-44d9-bf1d-a1d55a812f52,F,3,1,G,3,0
2,4,4,G,0,1,major-seventh,4,84b5fbff-3043-4fee-ad22-53d75a67b45e,G,3,0,A,2,0
2,4,4,A,0,1,dominant,4,6543d5eb-133c-4554-93ff-ce138d8d2cbf,A,2,0,B,2,0
2,4,4,B,0,1,minor-seventh,4,dccd7bb5-2537-4ed1-b426-0b6ade29391c,B,2,0,C,3,1
2,4,4,C,1,1,half-diminished,4,3893f209-2c56-40e6-96cf-96b4ebda4970,C,3,1,D,3,0
2,4,4,D,0,1,major-seventh,4,6bc78471-1e76-438a-a0a5-8ea7baa92727,D,3,0,D,3,0
2,4,4,D,0,1,major-seventh,4,ab3facb6-4f50-4a45-941d-b9fae3b203b7,D,3,0,E,3,-1
-3,4,4,E,-1,1,major-seventh,4,2e33456a-c100-4fbf-be08-7197828e8e7a,E,3,-1,F,3,0
-3,4,4,F,0,1,minor-seventh,4,eb9d3baa-00a0-4766-aea9-40ae815e7fc9,F,3,0,G,3,0
-3,4,4,G,0,1,minor-seventh,4,d261cfe6-a408-4ad5-a605-b9ffc640a2d2,G,3,0,A,3,-1
-3,4,4,A,-1,1,major-seventh,4,676bb7a5-797e-4b51-80d9-e68dd47d5b40,A,3,-1,B,2,-1
-3,4,4,B,-1,1,dominant,4,5115ae1f-8182-43f5-a5eb-205ba948a218,B,2,-1,C,3,0
-3,4,4,C,0,1,minor-seventh,4,71c90112-5407-4c4b-9bcd-d7f03d146da4,C,3,0,D,3,0
-3,4,4,D,0,1,half-diminished,4,bd22f3a9-2c52-4507-9401-4a0314aedc48,D,3,0,E,3,-1
-3,4,4,E,-1,1,major-seventh,4,335c3d1c-c6d0-4d37-a39c-27a394ee330b,E,3,-1,E,3,-1
-3,4,4,E,-1,1,major-seventh,4,a0cc2990-094b-4498-a352-d5bf9be34351,E,3,-1,E,3,0
4,4,4,E,0,1,major-seventh,4,371fa68f-90f9-4607-ab8f-ee6d420c3916,E,3,0,F,3,1
4,4,4,F,1,1,minor-seventh,4,651e365a-45c4-4c34-af5b-3544508848b6,F,3,1,G,3,1
4,4,4,G,1,1,minor-seventh,4,11e60ab3-9e59-4a0c-a655-e306b47ab6b6,G,3,1,A,3,0
4,4,4,A,0,1,major-seventh,4,0710ee2e-b982-414c-b6dc-5781a926014f,A,3,0,B,2,0
4,4,4,B,0,1,dominant,4,4e8992d3-4965-4485-a350-68c64994a27e,B,2,0,C,3,1
4,4,4,C,1,1,minor-seventh,4,ee4ea65b-9ad0-4ece-b353-525eba5bb9c4,C,3,1,D,3,1
4,4,4,D,1,1,half-diminished,4,12de8565-5f93-4450-b8b5-dea9eb54569d,D,3,1,E,2,0
4,4,4,E,0,1,major-seventh,4,23e28471-79fe-44ab-be22-8ece56006806,E,2,0,F,2,1
4,4,4,F,1,1,minor-seventh,4,efa99400-13ed-4023-869e-a7165cd8870d,F,2,1,G,2,1
4,4,4,G,1,1,minor-seventh,4,d4d76a9b-6f78-4d02-9f15-828269873bd6,G,2,1,A,2,0
4,4,4,A,0,1,major-seventh,4,0e419c17-bddd-476e-b620-36bed0899590,A,2,0,B,2,0
4,4,4,B,0,1,dominant,4,952545fc-23b1-422d-83b1-a6e54219a857,B,2,0,C,3,1
4,4,4,C,1,1,minor-seventh,4,d5b1ef5e-c985-41b4-a014-5841780a126c,C,3,1,D,3,1
4,4,4,D,1,1,half-diminished,4,318137db-5914-45e5-99fb-2723f8a8ac60,D,3,1,E,3,0
4,4,4,E,0,1,major-seventh,4,763ab928-3f98-40b5-bfbf-afdc00cd15ec,E,3,0,E,3,0
4,4,4,E,0,1,major-seventh,4,fb530d44-0f28-4b01-a9e8-15e42912b527,E,3,0,F,3,0
-1,4,4,F,0,1,major-seventh,4,ccfa625d-4d3c-4cb4-8793-d7a11a069b14,F,3,0,G,3,0
-1,4,4,G,0,1,minor-seventh,4,ff69e0d7-8881-4aec-80c1-4b0bdb405d24,G,3,0,A,3,0
-1,4,4,A,0,1,minor-seventh,4,d9745a07-71c4-4414-a6a8-abd224a8ba4a,A,3,0,B,3,-1
-1,4,4,B,-1,1,major-seventh,4,b706d575-c3ee-48d6-b276-0607e18d9214,B,3,-1,C,3,0
-1,4,4,C,0,1,dominant,4,ad913cc9-47ef-4801-8aba-fb64097ff13a,C,3,0,D,3,0
-1,4,4,D,0,1,minor-seventh,4,6b7d956d-9bdc-4cc1-ad1a-66b4626306a7,D,3,0,E,3,0
-1,4,4,E,0,1,half-diminished,4,4ae0ba77-18ea-42f5-b5b8-cc5b15786f33,E,3,0,F,2,0
-1,4,4,F,0,1,major-seventh,4,6f9a9992-2dbb-4904-baea-153a3835957d,F,2,0,G,2,0
-1,4,4,G,0,1,minor-seventh,4,e8314b29-a4c6-46bc-a618-d8951fb64970,G,2,0,A,2,0
-1,4,4,A,0,1,minor-seventh,4,475e1b05-0c62-46ed-9969-3c4ca010e38f,A,2,0,B,2,-1
-1,4,4,B,-1,1,major-seventh,4,e77d254d-3c0b-4973-b87a-535c1f19d824,B,2,-1,C,3,0
-1,4,4,C,0,1,dominant,4,ebb98f72-63f5-454e-8a7c-9a3626f7f180,C,3,0,D,3,0
-1,4,4,D,0,1,minor-seventh,4,c7b0cc46-00a0-4a7c-a7b1-d10a22b7e52b,D,3,0,E,2,0
-1,4,4,E,0,1,half-diminished,4,7c00b341-857b-4e1a-bf07-a81bd3c0dd4d,E,2,0,F,2,0
-1,4,4,F,0,1,major-seventh,4,63c4d48a-7e51-464f-988c-af2e986647a1,F,2,0,F,3,0
-1,4,4,F,0,1,major-seventh,4,afc01629-b691-4a51-a533-a2fa0bcec355,F,3,0,F,3,1
6,4,4,F,1,1,major-seventh,4,018f3802-3de6-4003-8305-2925ab224682,F,3,1,G,3,1
6,4,4,G,1,1,minor-seventh,4,5148e481-3dc0-4e9d-afac-82992eea17da,G,3,1,A,3,1
6,4,4,A,1,1,minor-seventh,4,87953ca3-a5cd-4fab-9627-876c427a62b6,A,3,1,B,3,0
6,4,4,B,0,1,major-seventh,4,fd93c66d-9c14-420e-a876-ec32edbef9e2,B,3,0,C,3,1
6,4,4,C,1,1,dominant,4,32dcd59a-9d82-4a82-be48-55cd6c4eaaad,C,3,1,D,3,1
6,4,4,D,1,1,minor-seventh,4,5f8cdf23-bdab-458a-b48f-8f8dce08a145,D,3,1,E,3,1
6,4,4,E,1,1,half-diminished,4,c50f8e25-9b19-49d5-a038-839feba54100,E,3,1,F,3,1
6,4,4,F,1,1,major-seventh,4,38d78c50-2f14-4447-9bcf-2e494c7317e7,F,3,1,F,3,1
6,4,4,F,1,1,major-seventh,4,a1054a19-1e29-40df-923e-cdde97ffcdc1,F,3,1,G,3,-1
-6,4,4,G,-1,1,major-seventh,4,a522c7be-cedf-4d75-9be2-21eea0ac4857,G,3,-1,A,3,-1
-6,4,4,A,-1,1,minor-seventh,4,3a7988e5-60fb-4bf0-b41f-05fe0eb87549,A,3,-1,B,3,-1
-6,4,4,B,-1,1,minor-seventh,4,80aa098c-0f41-49e3-a18f-e7d541b742f8,B,3,-1,C,4,-1
-6,4,4,C,-1,1,major-seventh,4,3bc94273-b40a-400b-927b-7a8686f66eb8,C,4,-1,D,3,-1
-6,4,4,D,-1,1,dominant,4,afaf108a-ffbf-49d9-94b7-95d678e1041e,D,3,-1,E,3,-1
-6,4,4,E,-1,1,minor-seventh,4,c07cbf51-2332-4f45-9ae0-0ee460ca0a42,E,3,-1,F,3,0
-6,4,4,F,0,1,half-diminished,4,fa6f6eb0-e5a5-4408-a7d8-dfad412cd43f,F,3,0,G,3,-1
-6,4,4,G,-1,1,major-seventh,4,4fba2bb2-88f7-4386-9835-4092556b8fe9,G,3,-1,G,3,-1
-6,4,4,G,-1,1,major-seventh,4,466a55a5-226e-48ff-8b48-18f78b241ccf,G,3,-1,G,3,0
1,4,4,G,0,1,major-seventh,4,1ff7179b-829a-4970-bc01-2d5852ac55b8,G,3,0,A,3,0
1,4,4,A,0,1,minor-seventh,4,09866471-3a66-4192-9ed5-d7c878b2ec3d,A,3,0,B,3,0
1,4,4,B,0,1,minor-seventh,4,4413f994-45cf-489a-baf3-db46e1a5df59,B,3,0,C,4,0
1,4,4,C,0,1,major-seventh,4,7f09171b-9c1b-4122-9803-d28a96dae8b7,C,4,0,D,3,0
1,4,4,D,0,1,dominant,4,eb72c5ab-11d0-4b96-908d-cb1d463b5065,D,3,0,E,3,0
1,4,4,E,0,1,minor-seventh,4,9b4d0161-6645-4095-bccf-db20afc56737,E,3,0,F,3,1
1,4,4,F,1,1,half-diminished,4,2567d3bc-0759-40dc-847e-584e1a79f99f,F,3,1,G,3,0
1,4,4,G,0,1,major-seventh,4,2c9e52d3-1585-4b82-a8da-b9096aa38412,G,3,0,G,3,0
1,4,4,G,0,1,major-seventh,4,894f731d-caaf-4227-94f1-fe730f3b16ec,G,3,0,A,2,-1
-4,4,4,A,-1,1,major-seventh,4,0e436906-cbd8-4ac3-a575-2e281f08f688,A,2,-1,B,2,-1
-4,4,4,B,-1,1,minor-seventh,4,253c4a0f-b40e-4773-82ee-229cde2cf17c,B,2,-1,C,3,0
-4,4,4,C,0,1,minor-seventh,4,d4095060-e7d4-421b-b595-270127a844c5,C,3,0,D,3,-1
-4,4,4,D,-1,1,major-seventh,4,59cc023e-8d4c-4680-91b1-865d9b12b07d,D,3,-1,E,3,-1
-4,4,4,E,-1,1,dominant,4,07438d9b-e9b1-48e3-9163-2f54866711e4,E,3,-1,F,2,0
-4,4,4,F,0,1,minor-seventh,4,83caeb56-3c90-4e4e-82b4-1859085b571a,F,2,0,G,2,0
-4,4,4,G,0,1,half-diminished,4,4173ea63-6ded-43ff-92ce-a60dc4e62e3a,G,2,0,A,3,-1
-4,4,4,A,-1,1,major-seventh,4,5484bd0c-85ed-436d-9746-126517393dd2,A,3,-1,B,2,-1
-4,4,4,B,-1,1,minor-seventh,4,29008f7c-44ef-440e-84ff-dfdef8a6946f,B,2,-1,C,3,0
-4,4,4,C,0,1,minor-seventh,4,6382b4b4-a94d-43de-b480-4048a6e09a60,C,3,0,D,3,-1
-4,4,4,D,-1,1,major-seventh,4,5505edf7-8336-4204-9302-abb735d4bd41,D,3,-1,E,3,-1
-4,4,4,E,-1,1,dominant,4,11493264-77f9-4951-906d-edc495a4fced,E,3,-1,F,2,0
-4,4,4,F,0,1,minor-seventh,4,eab1c567-283e-493c-bddb-64d50cf34ce2,F,2,0,G,2,0
-4,4,4,G,0,1,half-diminished,4,0c1100c8-9201-4f5b-9976-7db817bee29c,G,2,0,A,2,-1
-4,4,4,A,-1,1,major-seventh,4,0a938cdf-749f-42e2-91ce-b1d0a1a3fa2e,A,2,-1,A,2,-1
-4,4,4,A,-1,1,major-seventh,4,b5fb854a-5907-4a64-85c5-083830afb714,A,2,-1,A,2,0
3,4,4,A,0,1,major-seventh,4,aacb16b6-b044-42ed-8078-c50cf76f8295,A,2,0,B,2,0
3,4,4,B,0,1,minor-seventh,4,69df146e-0f24-48e2-84a8-24e74024ca95,B,2,0,C,3,1
3,4,4,C,1,1,minor-seventh,4,9e227b48-50b7-4acb-975a-ab159977a654,C,3,1,D,3,0
3,4,4,D,0,1,major-seventh,4,bb4a850a-364a-447b-a433-9ca2f76ad742,D,3,0,E,3,0
3,4,4,E,0,1,dominant,4,d0aadec9-2f38-46e1-a87c-7d56bdf61732,E,3,0,F,2,1
3,4,4,F,1,1,minor-seventh,4,86edd2b6-5af1-450f-a1b0-79d8ea67bc4e,F,2,1,G,2,1
3,4,4,G,1,1,half-diminished,4,526dacce-cdc6-41c7-b303-d60194e331a4,G,2,1,A,2,0
3,4,4,A,0,1,major-seventh,4,d4b80826-340f-4942-b5bc-252ac81f74c3,A,2,0,A,2,0
3,4,4,A,0,1,major-seventh,4,24b2c2c5-6c55-4d2e-a3d4-23d4518d017a,A,2,0,B,2,-1
-2,4,4,B,-1,1,major-seventh,4,627849b9-04b8-4651-b316-a8451e5c8993,B,2,-1,C,3,0
-2,4,4,C,0,1,minor-seventh,4,30e3d7d7-c2e7-4da5-af54-7a69e3e78080,C,3,0,D,3,0
-2,4,4,D,0,1,minor-seventh,4,7f1176e1-5c33-4f55-aceb-56767c2fb3f4,D,3,0,E,3,-1
-2,4,4,E,-1,1,major-seventh,4,58fc5b81-f4f9-4fc3-b22c-605a1399bf9a,E,3,-1,F,3,0
-2,4,4,F,0,1,dominant,4,41251e0c-dad7-4a18-90c9-66425273de17,F,3,0,G,2,0
-2,4,4,G,0,1,minor-seventh,4,bb3184de-0ec8-478d-ac40-309ba826ff84,G,2,0,A,2,0
-2,4,4,A,0,1,half-diminished,4,536ed0f3-5cd6-4c67-88d4-39e88266e5a4,A,2,0,B,2,-1
-2,4,4,B,-1,1,major-seventh,4,38929947-a86b-484c-b4b8-dec03fea4335,B,2,-1,B,2,-1
-2,4,4,B,-1,1,major-seventh,4,1766c732-4506-40bc-b1fa-c6d995feeecc,B,2,-1,B,2,0
5,4,4,B,0,1,major-seventh,4,d4c9dd70-e508-49ff-9c55-11c545302fea,B,2,0,C,3,1
5,4,4,C,1,1,minor-seventh,4,040dc0d2-4c96-470c-8a62-458cd4818968,C,3,1,D,3,1
5,4,4,D,1,1,minor-seventh,4,3ccc08f5-6f1f-4c2a-b46f-cfd422164cb3,D,3,1,E,3,0
5,4,4,E,0,1,major-seventh,4,6b4a7cb5-cd3b-4c0f-9180-e6dd640fe623,E,3,0,F,3,1
5,4,4,F,1,1,dominant,4,90e6c665-1175-483e-b94d-058cb3e2086c,F,3,1,G,2,1
5,4,4,G,1,1,minor-seventh,4,9972bfbe-0819-4c8f-9d40-27c393849e3c,G,2,1,A,2,1
5,4,4,A,1,1,half-diminished,4,e8eea7a9-8edb-4462-892f-6a274f9756f7,A,2,1,B,2,0
5,4,4,B,0,1,major-seventh,4,d8614c39-9152-423f-9ff8-381ed9f80bd9,B,2,0,B,2,0
5,4,4,B,0,1,major-seventh,4,32a35d78-7ea0-4fac-9fac-5442370eaccc,B,2,0,C,3,-1
-7,4,4,C,-1,1,major-seventh,4,4fbfe57a-78f2-4669-9f1d-0b27125006df,C,3,-1,D,3,-1
-7,4,4,D,-1,1,minor-seventh,4,a237c341-5f4b-451f-85b5-865ab776585b,D,3,-1,E,3,-1
-7,4,4,E,-1,1,minor-seventh,4,d9526670-61dc-4208-b6f1-da5ef86d4c59,E,3,-1,F,3,-1
-7,4,4,F,-1,1,major-seventh,4,75858d05-8b98-40e8-87bd-23e1f305a180,F,3,-1,G,3,-1
-7,4,4,G,-1,1,dominant,4,918eb780-7e64-4de0-addd-951f99c0e852,G,3,-1,A,2,-1
-7,4,4,A,-1,1,minor-seventh,4,a02b67d3-036a-42d0-986a-a8a03fa5a490,A,2,-1,B,2,-1
-7,4,4,B,-1,1,half-diminished,4,cb8536c9-09f5-40e4-8b5f-51813a507037,B,2,-1,C,3,-1
-7,4,4,C,-1,1,major-seventh,4,5f684032-4d67-493a-80be-4bb512fb15dc,C,3,-1,C,3,-1
0,4,4,C,0,1,major-sixth,4,e9eefa86-7412-4dc6-bd3c-b5991e77b407,C,3,0,D,3,0
0,4,4,D,0,1,minor-ninth,4,6f887141-b05c-41c3-bc27-ef09c5ee0920,D,3,0,E,3,0
0,4,4,E,0,1,minor-ninth,4,dd2b3eaa-eee9-4fdb-8992-661be7ad8fea,E,3,0,F,3,0
0,4,4,F,0,1,major-seventh,4,871e7378-30f8-43bd-828a-6474314d74bb,F,3,0,G,2,0
0,4,4,G,0,1,dominant-ninth,4,d3b6d778-1f43-4e3e-bc23-9f6fffee1480,G,2,0,A,2,0
0,4,4,A,0,1,minor-ninth,4,50d776d7-fb69-4cce-917d-9d93a4323050,A,2,0,B,2,0
0,4,4,B,0,1,half-diminished,4,7a566a27-cb55-492b-8999-c9c9889f48d0,B,2,0,C,3,0
0,4,4,C,0,1,major-sixth,4,663e6345-76b8-4458-8d2e-06ad66c5e7b6,C,3,0,C,3,0
0,4,4,C,0,1,major-sixth,4,02dea58f-ddb2-43e2-aebd-6223db0a3d8e,C,3,0,C,3,1
7,4,4,C,1,1,major-sixth,4,3fd03c3d-8cd9-4662-a8e1-c6bb2c6cf66d,C,3,1,D,3,1
7,4,4,D,1,1,minor-ninth,4,80e9fdc2-20f8-4957-a161-8317d8f19052,D,3,1,E,3,1
7,4,4,E,1,1,minor-ninth,4,32cd01a0-60ad-4972-a2fa-ed427181982c,E,3,1,F,3,1
7,4,4,F,1,1,major-seventh,4,43468d98-83f2-464d-9dcc-43dd8745738b,F,3,1,G,2,1
7,4,4,G,1,1,dominant-ninth,4,c70603e4-5f7d-4aa5-b3bc-222939375e1f,G,2,1,A,2,1
7,4,4,A,1,1,minor-ninth,4,63f859c4-163e-467b-af91-9b0acf7ad737,A,2,1,B,2,1
7,4,4,B,1,1,half-diminished,4,42d10fa7-6c14-4fac-8e52-41c8b058f4b4,B,2,1,C,3,1
7,4,4,C,1,1,major-sixth,4,ccb724a3-cd4e-4c5d-ac72-cb683b7e2d5e,C,3,1,C,3,1
7,4,4,C,1,1,major-sixth,4,c6c7f62e-2128-4750-8e56-25ff9ad249ab,C,3,1,D,3,-1
-5,4,4,D,-1,1,major-sixth,4,373440a2-a1cd-4361-a467-4e032e971e10,D,3,-1,E,3,-1
-5,4,4,E,-1,1,minor-ninth,4,7a591c35-b24d-4a63-8346-7463e0159954,E,3,-1,F,3,0
-5,4,4,F,0,1,minor-ninth,4,1cfe1c46-3c21-4fc3-85b0-efa80cda4599,F,3,0,G,3,-1
-5,4,4,G,-1,1,major-seventh,4,33fa4b3b-78c2-47db-9d27-61c8756d2230,G,3,-1,A,2,-1
